,South Africa,Algeria,Libya,Morocco,Western Sahara,Sudan,Tunisia,Egypt,North Africa nes,Cameroon,Central Afr Rep,Chad,Congo,Gabon,Ceuca nes,Angola,Br Ind Oc Tr,Burundi,Comoros,Congo Dem Rep,Benin,Eq Guinea,Ethiopia,Fr So Ant Tr,Djibouti,Gambia,Ghana,Guinea,Cote D'Ivoire,Kenya,Liberia,Madagascar,Malawi,Mali,Mauritania,Mauritius,Mozambique,Niger,Nigeria,Guinea-Bissau,Reunion,Rwanda,St Helena,Senegal,Seychelles,Sierra Leone,Somalia,Zimbabwe,Togo,Uganda,Tanzania,Burkina Faso,Zambia,Other Africa nes,Canada,USA,Bermuda,Greenland,St Pierre Miqu,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Mexico,Paraguay,Peru,Uruguay,Venezuela,Laia nes,Costa Rica,El Salvador,Guatemala,Honduras,Nicaragua,Cacm nes,Bahamas,Barbados,Cayman islds,Cuba,Dominican Rp,Guadeloupe,Haiti,Jamaica,Neth Antilles,St Kitts Nev,Trinidad Tbg,Turks Caicos Isl,Caribbean nes,Belize,Falkland Isl,French Guiana,Guyana,Panama,Suriname,Rest America nes,Israel,Japan,Bahrain,Cyprus,Iran,Iraq,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Fm Dem Yemen,Syrn Arab Rp,Untd Arab Em,Turkey,Fm Yemen,Yemen,Middle East nes,Afghanistan,Bangladesh,Bhutan,Brunei,Myanmar,Cambodia,Sri Lanka,Hong kong,India,Indonesia,Korea Rp,Laos P Dem R,Malaysia,Maldives,Nepal,Pakistan,Philippines,Singapore,Thailand,Taiwan,China,Korea D P Rp,Mongolia,Vietnam,Asia cpe nes,Belgium-Lux,Denmark,France,Germany,Greece,Ireland,Italy,Netherlands,Portugal,Spain,UK,EEC nes,Austria,Finland,Iceland,Norway,Sweden,Switzerland,EFTA nes,Gibraltar,Malta,Other Eur nes,Albania,Bulgaria,Fm Czechoslovak,Fm German Dm Rp,Hungary,Poland,Romania,Fm Eur cpe nes,Fm Yugoslavia,Fm USSR,Australia,New Zealand,Solomon Islds,Fiji,Kiribati,New Caledonia,Papua N Guinea,Oth Oceania nes,Areas nes,Unknown partner
      Fm Eur cpe nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Fm Yugoslavia,,0.263158,,,,1.578947,,,,,,,,,,,,,,,0.947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.157895,156.105263,,,,0.263158,,,,,,1.052632,,0.473684,,,,,,,,,,,,,,,,,5.421053,,,,,,,,,,,,,3.052632,19.263158,,2.210526,0.473684,5.210526,,,,,,,,1.210526,0.263158,26.842105,,,,,0.315789,,,,,,,0.368421,,0.947368,,,,,,,3,,0.368421,0.578947,,,,,3.105263,3.947368,173.263158,1266.631579,0.789474,43.526316,169.105263,64.526316,1.210526,7.894737,80.210526,,306.473684,0.842105,,2.842105,19.736842,101.947368,,,,,3.052632,145.736842,89.105263,1.526316,495.315789,59.315789,68.315789,,735.210526,643.421053,57.105263,0.894737,,,,,,,,
      Fm USSR,17.052632,5.526316,,2.736842,,,2.842105,14.578947,,0.263158,,,,,,,,,,,,,7.842105,,,,4.052632,,,,,1.631579,,3.473684,,0.263158,,,14.842105,,,,,0.631579,,,,,,,,,,,154.578947,2241.210526,4.157895,,,6.105263,,8.894737,1.947368,,5.368421,5,,,,2.210526,,0.263158,,,,0.736842,,246.789474,,,13.842105,,0.631579,,,,27.526316,,,,2.052632,,,,,,,255.526316,422.736842,,616.578947,16.894737,,10.578947,4.210526,,,,,,64.157895,78.894737,135.157895,,1.894737,,,,,,,,0.789474,73.210526,124.526316,1.842105,55.052632,,7,,,4.578947,,71.368421,77.105263,2.105263,1177.894737,55.263158,2.105263,15.473684,,921.684211,41.947368,880.052632,4229.315789,238.789474,109.736842,581.947368,1136.789474,2.736842,532.894737,560.315789,,146.789474,451.421053,3.684211,22.105263,120.052632,188.315789,,4.631579,1.421053,,1.105263,29,4189.210526,,9.105263,1109.842105,57.789474,,708.473684,3672.631579,27.157895,1.421053,,,,,,,72.526316,
      Australia,323.526316,,,0.842105,0.684211,,,6.578947,,,,,,,,,,,,,,,0.684211,,,,2.684211,,,0.263158,,,,,0.789474,11.105263,,,7.052632,,,,,,0.894737,,,5.105263,,,,,0.947368,,576.789474,5973.736842,,,,187.526316,0.315789,248.526316,56.631579,10.263158,,28.263158,,2.421053,1.157895,0.894737,,1.842105,,,,,,0.263158,0.894737,,,,,,,1.105263,,3.052632,,,,,,,,,,217.789474,1609.789474,0.526316,2.052632,,0.263158,,37.684211,4.263158,2.263158,1.789474,31.157895,,,51.157895,27.684211,,,,,6.052632,,14.105263,,4.947368,62.421053,4750.789474,1117.157895,694.526316,2065.526316,0.263158,1844.736842,,,22,585.052632,6652.263158,1407,1593.789474,164,193.684211,,128.157895,,250.105263,86.368421,417.368421,1282.578947,24.789474,97.894737,215.684211,864.631579,19.631579,77.578947,3286.736842,,94.368421,74.473684,4.421053,86,271.157895,255.052632,,,2.105263,3.578947,,0.736842,21.684211,0.789474,8.578947,2.473684,0.736842,,32.473684,11,3.421053,16935.1579,33.421053,353.578947,39.052632,118.894737,571.631579,,4.210526,
      New Zealand,30.684211,,,,,,,,,,,,,,,,,,,,,,,,,,7.894737,,,,,,,,,0.631579,,0.789474,,,,,,,,,,0.526316,,,0.473684,,,,23.052632,851.526316,,,,94.789474,,,8.315789,0.789474,,5.789474,,,,,,,,,0.789474,,,,,,,,,,,,,,,,,,,3.157895,,,,3.631579,80.315789,,,,,,0.315789,,,,0.315789,,,10.894737,,,,,,7,,3.052632,,,11.052632,242.263158,26.368421,6.315789,64.631579,0.315789,78.789474,0.368421,,0.421053,146.684211,180.894737,33.421053,33.894737,69.263158,,,1.578947,,7.894737,6.368421,30.421053,60.263158,,43.842105,15.052632,208.947368,14.894737,26.736842,417.368421,,4.736842,25.105263,1.263158,3.157895,13.157895,14.526316,,,,,,,0.263158,,,10.894737,,,0.368421,,2053.736842,68.315789,11.684211,332.578947,59.789474,445.842105,45.684211,,8.473684,
      Solomon Islds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,4.631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.157895,,,1.315789,,,,,,,1.789474,,,,,,,,,,,,,,,,,,1,,10.315789,,,,,,,,,,,,,,,,,,,,15.263158,11,11.105263,,34.263158,9.473684,4.473684,0.263158,,
      Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578947,,,,,,,,,,1.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.894737,,,,,,,,,,,,,,,,,,,,0.842105,,,,,,,,,0.631579,,,,,,
      New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368421,,,,,,,,,,,,,,,1.842105,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263158,,,,,,,,,,,,,,,,0.736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947368,,,,,,,,,,,,,,,27.421053,,,,,,,0.421053,0.631579,,,,,,2.105263,,,,,,,,,,,,,,,,0.263158,0.736842,4.736842,0.684211,0.368421,5.684211,,,,
      Papua N Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.842105,,,,,,,,,,,,,,,,,,,,,,,,,0.421053,,,,,,,,,,1.578947,,,,,,,,,,,,,,,,,0.894737,,,,,,,,,,,,,,,,,,,,,,,8.684211,,0.894737,,,,,,,
      Oth Oceania nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Areas nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Unknown partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
